"","puma","serialno","hh_wt","hh_comb","no_adult","no_teenager","no_schooler","no_preschooler","no_toddler","no_infant","index","hh_size_recode","hh_income_cat","hh_income"
"1531","00101","2019HU0788853",11,"2:200000",2,0,0,0,0,0,37,2,"$150,000 to $199,999",172000
"1532","00101","2019HU0789678",13,"1:100000",1,0,0,0,0,0,41,1,"$200,000 or more",300000
"1533","00101","2019HU0795978",20,"4:201100",2,0,1,1,0,0,44,4,"$200,000 or more",293000
"1534","00101","2019HU0798275",19,"2:200000",2,0,0,0,0,0,42,2,"$200,000 or more",552000
"1535","00101","2019HU0799681",40,"2:200000",2,0,0,0,0,0,42,2,"$200,000 or more",209700
"1536","00101","2019HU0803979",24,"2:200000",2,0,0,0,0,0,32,2,"$100,000 to $149,999",107300
"1537","00101","2019HU0806067",23,"4:201100",2,0,1,1,0,0,44,4,"$200,000 or more",303000
"1538","00101","2019HU0806738",17,"1:100000",1,0,0,0,0,0,31,1,"$100,000 to $149,999",100000
"1539","00101","2019HU0809479",26,"1:100000",1,0,0,0,0,0,41,1,"$200,000 or more",225700
"1540","00101","2019HU0810168",7,"2:200000",2,0,0,0,0,0,32,2,"$100,000 to $149,999",147030
"1541","00101","2019HU0810770",14,"1:100000",1,0,0,0,0,0,21,1,"$50,000 to $74,999",55000
"1542","00101","2019HU0811213",31,"2:200000",2,0,0,0,0,0,32,2,"$100,000 to $149,999",149000
"1543","00101","2019HU0812614",18,"2:200000",2,0,0,0,0,0,32,2,"$100,000 to $149,999",111300
"1544","00101","2019HU0819834",10,"4:211000",2,1,1,0,0,0,44,4,"$200,000 or more",727800
"1545","00101","2019HU0833870",9,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",2220
"1546","00101","2019HU0834604",14,"1:100000",1,0,0,0,0,0,21,1,"$50,000 to $74,999",67000
"1547","00101","2019HU0834963",15,"1:100000",1,0,0,0,0,0,36,1,"$150,000 to $199,999",156000
"1548","00101","2019HU0835378",22,"2:200000",2,0,0,0,0,0,37,2,"$150,000 to $199,999",180000
"1549","00101","2019HU0835851",10,"2:200000",2,0,0,0,0,0,42,2,"$200,000 or more",425000
"1550","00101","2019HU0840396",30,"1:100000",1,0,0,0,0,0,41,1,"$200,000 or more",200000
"1551","00101","2019HU0842419",28,"1:100000",1,0,0,0,0,0,21,1,"$50,000 to $74,999",60000
"1552","00101","2019HU0847524",13,"1:100000",1,0,0,0,0,0,11,1,"$25,000 to $34,999",31000
"1553","00101","2019HU0848688",32,"2:200000",2,0,0,0,0,0,22,2,"$50,000 to $74,999",56300
"1554","00101","2019HU0858905",15,"1:100000",1,0,0,0,0,0,41,1,"$200,000 or more",261400
"1555","00101","2019HU0864783",8,"2:200000",2,0,0,0,0,0,32,2,"$100,000 to $149,999",148000
"1556","00101","2019HU0865900",10,"2:200000",2,0,0,0,0,0,32,2,"$100,000 to $149,999",135500
"1557","00101","2019HU0866037",26,"2:200000",2,0,0,0,0,0,2,2,"Less than $15,000",580
"1558","00101","2019HU0867723",18,"2:200000",2,0,0,0,0,0,42,2,"$200,000 or more",327000
"1559","00101","2019HU0868210",10,"2:200000",2,0,0,0,0,0,42,2,"$200,000 or more",904600
"1560","00101","2019HU0870042",9,"2:200000",2,0,0,0,0,0,42,2,"$200,000 or more",234000
"1561","00101","2019HU0870700",12,"2:200000",2,0,0,0,0,0,2,2,"Less than $15,000",10000
"1562","00101","2019HU0872547",18,"2:200000",2,0,0,0,0,0,42,2,"$200,000 or more",314000
"1563","00101","2019HU0877362",31,"1:100000",1,0,0,0,0,0,31,1,"$100,000 to $149,999",102600
"1564","00101","2019HU0881546",8,"4:200110",2,0,0,1,1,0,44,4,"$200,000 or more",590000
"1565","00101","2019HU0882127",18,"1:100000",1,0,0,0,0,0,31,1,"$100,000 to $149,999",104000
"1566","00101","2019HU0884611",16,"4:211000",2,1,1,0,0,0,44,4,"$200,000 or more",250000
"1567","00101","2019HU0886229",21,"1:100000",1,0,0,0,0,0,26,1,"$75,000 to $99,999",78650
"1568","00101","2019HU0886781",21,"2:200000",2,0,0,0,0,0,37,2,"$150,000 to $199,999",181000
"1569","00101","2019HU0892431",18,"1:100000",1,0,0,0,0,0,26,1,"$75,000 to $99,999",83500
"1570","00101","2019HU0904492",10,"4:220000",2,2,0,0,0,0,44,4,"$200,000 or more",1097000
"1571","00101","2019HU0910476",13,"2:200000",2,0,0,0,0,0,17,2,"$35,000 to $49,999",40500
"1572","00101","2019HU0912083",48,"1:100000",1,0,0,0,0,0,26,1,"$75,000 to $99,999",85000
"1573","00101","2019HU0916162",14,"2:200000",2,0,0,0,0,0,22,2,"$50,000 to $74,999",63000
"1574","00101","2019HU0917030",15,"1:100000",1,0,0,0,0,0,16,1,"$35,000 to $49,999",45000
"1575","00101","2019HU0917198",17,"4:202000",2,0,2,0,0,0,44,4,"$200,000 or more",781000
"1576","00101","2019HU0917266",20,"2:200000",2,0,0,0,0,0,42,2,"$200,000 or more",265000
"1577","00101","2019HU0919673",16,"3:300000",3,0,0,0,0,0,43,3,"$200,000 or more",346000
"1578","00101","2019HU0923220",41,"2:200000",2,0,0,0,0,0,22,2,"$50,000 to $74,999",53100
"1579","00101","2019HU0926793",29,"2:200000",2,0,0,0,0,0,37,2,"$150,000 to $199,999",150000
"1580","00101","2019HU0929400",10,"4:310000",3,1,0,0,0,0,44,4,"$200,000 or more",1992400
"1581","00101","2019HU0931854",57,"4:201100",2,0,1,1,0,0,39,4,"$150,000 to $199,999",170000
"1582","00101","2019HU0941099",20,"5:203000",2,0,3,0,0,0,40,5,"$150,000 to $199,999",196100
"1583","00101","2019HU0948084",13,"4:201010",2,0,1,0,1,0,44,4,"$200,000 or more",402050
"1584","00101","2019HU0950705",10,"2:200000",2,0,0,0,0,0,42,2,"$200,000 or more",281000
"1585","00101","2019HU0957079",15,"4:202000",2,0,2,0,0,0,44,4,"$200,000 or more",410000
"1586","00101","2019HU0957347",23,"2:200000",2,0,0,0,0,0,27,2,"$75,000 to $99,999",84100
"1587","00101","2019HU0964430",56,"1:100000",1,0,0,0,0,0,31,1,"$100,000 to $149,999",117000
"1588","00101","2019HU0975476",15,"2:200000",2,0,0,0,0,0,42,2,"$200,000 or more",328000
"1589","00101","2019HU0976093",21,"2:200000",2,0,0,0,0,0,42,2,"$200,000 or more",451550
"1590","00101","2019HU0984006",29,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",7600
"1591","00101","2019HU0990567",26,"1:100000",1,0,0,0,0,0,31,1,"$100,000 to $149,999",133000
"1592","00101","2019HU0992310",8,"1:100000",1,0,0,0,0,0,16,1,"$35,000 to $49,999",48500
"1593","00101","2019HU0999212",8,"2:200000",2,0,0,0,0,0,7,2,"$15,000 to $24,999",15440
"1594","00101","2019HU0999659",23,"2:200000",2,0,0,0,0,0,12,2,"$25,000 to $34,999",32600
"1595","00101","2019HU1009009",15,"4:200110",2,0,0,1,1,0,44,4,"$200,000 or more",311000
"1596","00101","2019HU1009607",52,"2:200000",2,0,0,0,0,0,42,2,"$200,000 or more",232500
"1597","00101","2019HU1016107",16,"1:100000",1,0,0,0,0,0,16,1,"$35,000 to $49,999",39500
"1598","00101","2019HU1018241",6,"1:100000",1,0,0,0,0,0,26,1,"$75,000 to $99,999",90000
"1599","00101","2019HU1019030",26,"5:202100",2,0,2,1,0,0,45,5,"$200,000 or more",714000
"1600","00101","2019HU1024178",11,"4:200110",2,0,0,1,1,0,44,4,"$200,000 or more",220000
"1601","00101","2019HU1024635",23,"3:210000",2,1,0,0,0,0,43,3,"$200,000 or more",224000
"1602","00101","2019HU1025431",33,"2:200000",2,0,0,0,0,0,37,2,"$150,000 to $199,999",175000
"1603","00101","2019HU1025679",15,"5:300110",3,0,0,1,1,0,45,5,"$200,000 or more",254100
"1604","00101","2019HU1028343",6,"4:201100",2,0,1,1,0,0,19,4,"$35,000 to $49,999",42000
"1605","00101","2019HU1028475",20,"2:200000",2,0,0,0,0,0,37,2,"$150,000 to $199,999",153200
"1606","00101","2019HU1029112",14,"1:100000",1,0,0,0,0,0,31,1,"$100,000 to $149,999",121700
"1607","00101","2019HU1032748",7,"5:500000",5,0,0,0,0,0,5,5,"Less than $15,000",0
"1608","00101","2019HU1033333",22,"1:100000",1,0,0,0,0,0,6,1,"$15,000 to $24,999",15200
"1609","00101","2019HU1033952",30,"3:300000",3,0,0,0,0,0,33,3,"$100,000 to $149,999",130000
"1610","00101","2019HU1034212",21,"1:100000",1,0,0,0,0,0,31,1,"$100,000 to $149,999",111000
"1611","00101","2019HU1035523",13,"3:300000",3,0,0,0,0,0,38,3,"$150,000 to $199,999",172000
"1612","00101","2019HU1047716",64,"3:300000",3,0,0,0,0,0,38,3,"$150,000 to $199,999",156830
"1613","00101","2019HU1048183",16,"2:200000",2,0,0,0,0,0,42,2,"$200,000 or more",260000
"1614","00101","2019HU1051110",13,"5:104000",1,0,4,0,0,0,45,5,"$200,000 or more",300000
"1615","00101","2019HU1051480",30,"2:200000",2,0,0,0,0,0,42,2,"$200,000 or more",237000
"1616","00101","2019HU1051599",8,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",3000
"1617","00101","2019HU1055271",27,"1:100000",1,0,0,0,0,0,41,1,"$200,000 or more",280000
"1618","00101","2019HU1059509",28,"3:201000",2,0,1,0,0,0,43,3,"$200,000 or more",295000
"1619","00101","2019HU1065899",11,"1:100000",1,0,0,0,0,0,21,1,"$50,000 to $74,999",63000
"1620","00101","2019HU1066867",10,"2:200000",2,0,0,0,0,0,42,2,"$200,000 or more",427650
"1621","00101","2019HU1068225",19,"1:100000",1,0,0,0,0,0,31,1,"$100,000 to $149,999",130000
"1622","00101","2019HU1073013",17,"2:200000",2,0,0,0,0,0,42,2,"$200,000 or more",253340
"1623","00101","2019HU1076649",18,"2:200000",2,0,0,0,0,0,42,2,"$200,000 or more",511000
"1624","00101","2019HU1079039",16,"4:220000",2,2,0,0,0,0,44,4,"$200,000 or more",1231000
"1625","00101","2019HU1081453",15,"2:200000",2,0,0,0,0,0,37,2,"$150,000 to $199,999",162600
"1626","00101","2019HU1082635",15,"2:200000",2,0,0,0,0,0,37,2,"$150,000 to $199,999",160000
"1627","00101","2019HU1086640",17,"2:200000",2,0,0,0,0,0,42,2,"$200,000 or more",203270
"1628","00101","2019HU1086803",24,"3:200100",2,0,0,1,0,0,43,3,"$200,000 or more",237350
"1629","00101","2019HU1087005",19,"2:200000",2,0,0,0,0,0,37,2,"$150,000 to $199,999",179100
"1630","00101","2019HU1093492",14,"4:202000",2,0,2,0,0,0,44,4,"$200,000 or more",299000
"1631","00101","2019HU1098455",27,"2:200000",2,0,0,0,0,0,37,2,"$150,000 to $199,999",185000
"1632","00101","2019HU1105050",13,"2:200000",2,0,0,0,0,0,7,2,"$15,000 to $24,999",15000
"1633","00101","2019HU1105960",13,"1:100000",1,0,0,0,0,0,36,1,"$150,000 to $199,999",170000
"1634","00101","2019HU1108799",14,"4:400000",4,0,0,0,0,0,14,4,"$25,000 to $34,999",27200
"1635","00101","2019HU1110833",24,"2:200000",2,0,0,0,0,0,42,2,"$200,000 or more",240000
"1636","00101","2019HU1124195",17,"2:200000",2,0,0,0,0,0,7,2,"$15,000 to $24,999",21000
"1637","00101","2019HU1131996",54,"1:100000",1,0,0,0,0,0,26,1,"$75,000 to $99,999",84000
"1638","00101","2019HU1133944",6,"4:201100",2,0,1,1,0,0,44,4,"$200,000 or more",354660
"1639","00101","2019HU1134167",7,"2:200000",2,0,0,0,0,0,22,2,"$50,000 to $74,999",50000
"1640","00101","2019HU1134514",13,"1:100000",1,0,0,0,0,0,26,1,"$75,000 to $99,999",84000
"1641","00101","2019HU1137495",14,"2:200000",2,0,0,0,0,0,37,2,"$150,000 to $199,999",159300
"1642","00101","2019HU1149321",16,"2:200000",2,0,0,0,0,0,32,2,"$100,000 to $149,999",144100
"1643","00101","2019HU1158493",27,"3:300000",3,0,0,0,0,0,33,3,"$100,000 to $149,999",106600
"1644","00101","2019HU1166479",39,"4:220000",2,2,0,0,0,0,44,4,"$200,000 or more",418000
"1645","00101","2019HU1167742",12,"1:100000",1,0,0,0,0,0,26,1,"$75,000 to $99,999",90000
"1646","00101","2019HU1170963",18,"1:100000",1,0,0,0,0,0,26,1,"$75,000 to $99,999",93000
"1647","00101","2019HU1171873",18,"3:200001",2,0,0,0,0,1,33,3,"$100,000 to $149,999",142000
"1648","00101","2019HU1179997",12,"2:200000",2,0,0,0,0,0,42,2,"$200,000 or more",550000
"1649","00101","2019HU1182364",30,"1:100000",1,0,0,0,0,0,41,1,"$200,000 or more",210000
"1650","00101","2019HU1187732",9,"2:200000",2,0,0,0,0,0,37,2,"$150,000 to $199,999",152700
"1651","00101","2019HU1187984",12,"2:200000",2,0,0,0,0,0,37,2,"$150,000 to $199,999",186000
"1652","00101","2019HU1188658",14,"1:100000",1,0,0,0,0,0,21,1,"$50,000 to $74,999",70000
"1653","00101","2019HU1189296",14,"4:202000",2,0,2,0,0,0,44,4,"$200,000 or more",340000
"1654","00101","2019HU1190004",52,"1:100000",1,0,0,0,0,0,26,1,"$75,000 to $99,999",80200
"1655","00101","2019HU1191830",6,"1:100000",1,0,0,0,0,0,16,1,"$35,000 to $49,999",38400
"1656","00101","2019HU1193816",33,"2:200000",2,0,0,0,0,0,22,2,"$50,000 to $74,999",56000
"1657","00101","2019HU1194502",6,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1658","00101","2019HU1195652",7,"2:200000",2,0,0,0,0,0,17,2,"$35,000 to $49,999",35000
"1659","00101","2019HU1199682",9,"2:200000",2,0,0,0,0,0,42,2,"$200,000 or more",310000
"1660","00101","2019HU1202432",16,"1:100000",1,0,0,0,0,0,41,1,"$200,000 or more",254400
"1661","00101","2019HU1202930",22,"1:100000",1,0,0,0,0,0,21,1,"$50,000 to $74,999",50000
"1662","00101","2019HU1212822",16,"1:100000",1,0,0,0,0,0,21,1,"$50,000 to $74,999",58000
"1663","00101","2019HU1213870",18,"1:100000",1,0,0,0,0,0,31,1,"$100,000 to $149,999",116000
"1664","00101","2019HU1236017",34,"1:100000",1,0,0,0,0,0,26,1,"$75,000 to $99,999",85200
"1665","00101","2019HU1246332",27,"2:200000",2,0,0,0,0,0,22,2,"$50,000 to $74,999",72200
"1666","00101","2019HU1247153",8,"3:210000",2,1,0,0,0,0,43,3,"$200,000 or more",433000
"1667","00101","2019HU1251271",25,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",14000
"1668","00101","2019HU1255217",17,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",2200
"1669","00101","2019HU1260655",9,"3:300000",3,0,0,0,0,0,33,3,"$100,000 to $149,999",143000
"1670","00101","2019HU1262559",18,"1:100000",1,0,0,0,0,0,26,1,"$75,000 to $99,999",98000
"1671","00101","2019HU1264290",19,"2:200000",2,0,0,0,0,0,42,2,"$200,000 or more",814000
"1672","00101","2019HU1268539",16,"1:100000",1,0,0,0,0,0,31,1,"$100,000 to $149,999",149000
"1673","00101","2019HU1270177",28,"3:300000",3,0,0,0,0,0,33,3,"$100,000 to $149,999",133000
"1674","00101","2019HU1274590",9,"2:200000",2,0,0,0,0,0,42,2,"$200,000 or more",293200
"1675","00101","2019HU1275594",12,"2:200000",2,0,0,0,0,0,22,2,"$50,000 to $74,999",54000
"1676","00101","2019HU1280238",29,"3:201000",2,0,1,0,0,0,38,3,"$150,000 to $199,999",186200
"1677","00101","2019HU1280888",22,"1:100000",1,0,0,0,0,0,41,1,"$200,000 or more",222000
"1678","00101","2019HU1281208",11,"5:203000",2,0,3,0,0,0,45,5,"$200,000 or more",308000
"1679","00101","2019HU1284348",24,"5:320000",3,2,0,0,0,0,45,5,"$200,000 or more",365500
"1680","00101","2019HU1285177",14,"1:100000",1,0,0,0,0,0,41,1,"$200,000 or more",418000
"1681","00101","2019HU1286530",6,"1:100000",1,0,0,0,0,0,36,1,"$150,000 to $199,999",150000
"1682","00101","2019HU1287615",19,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",6500
"1683","00101","2019HU1288030",18,"3:210000",2,1,0,0,0,0,43,3,"$200,000 or more",205400
"1684","00101","2019HU1288572",13,"2:110000",1,1,0,0,0,0,22,2,"$50,000 to $74,999",59550
"1685","00101","2019HU1292077",10,"4:211000",2,1,1,0,0,0,44,4,"$200,000 or more",600000
"1686","00101","2019HU1298710",8,"2:200000",2,0,0,0,0,0,22,2,"$50,000 to $74,999",73560
"1687","00101","2019HU1298986",17,"1:100000",1,0,0,0,0,0,36,1,"$150,000 to $199,999",190000
"1688","00101","2019HU1300102",10,"4:201100",2,0,1,1,0,0,44,4,"$200,000 or more",496000
"1689","00101","2019HU1301715",11,"2:200000",2,0,0,0,0,0,42,2,"$200,000 or more",330500
"1690","00101","2019HU1305111",20,"1:100000",1,0,0,0,0,0,11,1,"$25,000 to $34,999",30900
"1691","00101","2019HU1305743",12,"2:200000",2,0,0,0,0,0,32,2,"$100,000 to $149,999",149600
"1692","00101","2019HU1306484",19,"1:100000",1,0,0,0,0,0,26,1,"$75,000 to $99,999",79300
"1693","00101","2019HU1307161",13,"1:100000",1,0,0,0,0,0,31,1,"$100,000 to $149,999",109800
"1694","00101","2019HU1322516",14,"2:200000",2,0,0,0,0,0,37,2,"$150,000 to $199,999",161500
"1695","00101","2019HU1324395",14,"1:100000",1,0,0,0,0,0,31,1,"$100,000 to $149,999",110000
"1696","00101","2019HU1325639",9,"3:200001",2,0,0,0,0,1,43,3,"$200,000 or more",243100
"1697","00101","2019HU1329382",11,"5:202100",2,0,2,1,0,0,45,5,"$200,000 or more",355000
"1698","00101","2019HU1335916",28,"1:100000",1,0,0,0,0,0,6,1,"$15,000 to $24,999",15000
"1699","00101","2019HU1345307",18,"1:100000",1,0,0,0,0,0,31,1,"$100,000 to $149,999",123000
"1700","00101","2019HU1346321",20,"4:200110",2,0,0,1,1,0,44,4,"$200,000 or more",1228000
"1701","00101","2019HU1354224",19,"1:100000",1,0,0,0,0,0,21,1,"$50,000 to $74,999",66400
"1702","00101","2019HU1358040",22,"2:200000",2,0,0,0,0,0,42,2,"$200,000 or more",395400
"1703","00101","2019HU1359733",12,"2:200000",2,0,0,0,0,0,42,2,"$200,000 or more",1119200
"1704","00101","2019HU1360656",16,"4:200020",2,0,0,0,2,0,44,4,"$200,000 or more",376000
"1705","00101","2019HU1361216",7,"1:100000",1,0,0,0,0,0,11,1,"$25,000 to $34,999",32800
"1706","00101","2019HU1365274",15,"2:200000",2,0,0,0,0,0,42,2,"$200,000 or more",563000
"1707","00101","2019HU1367108",18,"2:200000",2,0,0,0,0,0,42,2,"$200,000 or more",250000
"1708","00101","2019HU1372602",26,"1:100000",1,0,0,0,0,0,26,1,"$75,000 to $99,999",95000
"1709","00101","2019HU1377480",19,"2:110000",1,1,0,0,0,0,32,2,"$100,000 to $149,999",110300
"1710","00101","2019HU1383067",20,"2:200000",2,0,0,0,0,0,32,2,"$100,000 to $149,999",106600
"1711","00101","2019HU1383949",118,"1:100000",1,0,0,0,0,0,16,1,"$35,000 to $49,999",49400
"1712","00101","2019HU1385855",24,"5:212000",2,1,2,0,0,0,45,5,"$200,000 or more",275000
"1713","00101","2019HU1386683",21,"4:310000",3,1,0,0,0,0,44,4,"$200,000 or more",263000
"1714","00101","2019HU1387660",13,"1:100000",1,0,0,0,0,0,31,1,"$100,000 to $149,999",105120
"1715","00101","2019HU1390590",14,"2:200000",2,0,0,0,0,0,42,2,"$200,000 or more",460000
"1716","00101","2019HU1397235",7,"1:100000",1,0,0,0,0,0,31,1,"$100,000 to $149,999",140500
"1717","00101","2019HU1398443",17,"2:200000",2,0,0,0,0,0,42,2,"$200,000 or more",506200
"1718","00101","2019HU1400067",14,"1:100000",1,0,0,0,0,0,36,1,"$150,000 to $199,999",178000
"1719","00101","2019HU1402082",13,"3:300000",3,0,0,0,0,0,33,3,"$100,000 to $149,999",121000
"1720","00101","2019HU1402194",18,"4:202000",2,0,2,0,0,0,44,4,"$200,000 or more",1014000
"1721","00101","2019HU1402820",24,"2:200000",2,0,0,0,0,0,37,2,"$150,000 to $199,999",154800
"1722","00101","2019HU1405360",19,"2:200000",2,0,0,0,0,0,27,2,"$75,000 to $99,999",97050
"1723","00101","2019HU1407139",15,"2:200000",2,0,0,0,0,0,42,2,"$200,000 or more",215330
"1724","00101","2020GQ0000228",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1725","00101","2020GQ0000796",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1726","00101","2020GQ0001173",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1727","00101","2020GQ0001506",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1728","00101","2020GQ0003770",0,"1:010000",0,1,0,0,0,0,1,1,"Less than $15,000",0
"1729","00101","2020GQ0004738",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1730","00101","2020GQ0007043",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1731","00101","2020GQ0008009",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1732","00101","2020GQ0008143",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1733","00101","2020GQ0008328",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1734","00101","2020GQ0009757",0,"1:010000",0,1,0,0,0,0,1,1,"Less than $15,000",0
"1735","00101","2020GQ0010649",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1736","00101","2020GQ0010897",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1737","00101","2020GQ0011576",0,"1:010000",0,1,0,0,0,0,1,1,"Less than $15,000",0
"1738","00101","2020GQ0012407",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1739","00101","2020GQ0012956",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1740","00101","2020GQ0013503",0,"1:010000",0,1,0,0,0,0,1,1,"Less than $15,000",0
"1741","00101","2020GQ0013614",0,"1:010000",0,1,0,0,0,0,1,1,"Less than $15,000",0
"1742","00101","2020GQ0014174",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1743","00101","2020GQ0014832",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1744","00101","2020GQ0015894",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1745","00101","2020GQ0016409",0,"1:010000",0,1,0,0,0,0,1,1,"Less than $15,000",0
"1746","00101","2020GQ0017778",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1747","00101","2020GQ0018793",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1748","00101","2020GQ0018976",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1749","00101","2020GQ0018999",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1750","00101","2020GQ0020217",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1751","00101","2020GQ0021020",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1752","00101","2020GQ0021990",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1753","00101","2020GQ0022816",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1754","00101","2020GQ0023869",0,"1:010000",0,1,0,0,0,0,1,1,"Less than $15,000",0
"1755","00101","2020GQ0023871",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1756","00101","2020GQ0024706",0,"1:010000",0,1,0,0,0,0,1,1,"Less than $15,000",0
"1757","00101","2020GQ0025515",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1758","00101","2020GQ0026586",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1759","00101","2020GQ0026842",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1760","00101","2020GQ0027954",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1761","00101","2020GQ0030697",0,"1:010000",0,1,0,0,0,0,1,1,"Less than $15,000",0
"1762","00101","2020GQ0030740",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1763","00101","2020GQ0034408",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1764","00101","2020GQ0034561",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1765","00101","2020GQ0034705",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1766","00101","2020GQ0035202",0,"1:010000",0,1,0,0,0,0,1,1,"Less than $15,000",0
"1767","00101","2020GQ0035405",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1768","00101","2020GQ0035839",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1769","00101","2020GQ0036006",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1770","00101","2020GQ0036218",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1771","00101","2020GQ0039077",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1772","00101","2020GQ0039458",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1773","00101","2020GQ0039511",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1774","00101","2020GQ0041345",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1775","00101","2020GQ0044614",0,"1:010000",0,1,0,0,0,0,1,1,"Less than $15,000",0
"1776","00101","2020GQ0044839",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1777","00101","2020GQ0045449",0,"1:010000",0,1,0,0,0,0,1,1,"Less than $15,000",0
"1778","00101","2020GQ0046462",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1779","00101","2020GQ0046662",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1780","00101","2020GQ0046846",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1781","00101","2020GQ0047810",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1782","00101","2020GQ0049434",0,"1:010000",0,1,0,0,0,0,1,1,"Less than $15,000",0
"1783","00101","2020GQ0050319",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1784","00101","2020GQ0050700",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1785","00101","2020GQ0051190",0,"1:010000",0,1,0,0,0,0,1,1,"Less than $15,000",0
"1786","00101","2020GQ0051616",0,"1:010000",0,1,0,0,0,0,1,1,"Less than $15,000",0
"1787","00101","2020GQ0052027",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1788","00101","2020GQ0053698",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1789","00101","2020GQ0054786",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1790","00101","2020GQ0054920",0,"1:010000",0,1,0,0,0,0,1,1,"Less than $15,000",0
"1791","00101","2020GQ0056209",0,"1:010000",0,1,0,0,0,0,1,1,"Less than $15,000",0
"1792","00101","2020GQ0057657",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1793","00101","2020GQ0058337",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1794","00101","2020GQ0058950",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1795","00101","2020GQ0061199",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
"1796","00101","2020GQ0061298",0,"1:100000",1,0,0,0,0,0,1,1,"Less than $15,000",0
